Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,category,n_genes
GO_Molecular_Function_2021_fixed.gmt,acyl-CoA oxidase activity (GO:0003997),1/7,0.041478946396291516,0.18299535174834494,38.273803119956966,121.80903065936134,ACAA1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,adenyl ribonucleotide binding (GO:0032559),1/306,0.8467331546190854,0.8881816307193203,0.7938035777642979,0.13206484851992004,RPS6KA4,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,aldehyde dehydrogenase (NAD+) activity (GO:0004029),1/13,0.07567855950096192,0.22070035877890168,19.892307692307693,51.347225881965194,ALDH2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030),1/15,0.08680880778636799,0.22070035877890168,17.145647455992282,41.90477149018833,ALDH2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,aminopeptidase activity (GO:0004177),2/27,0.011426095846409799,0.10081849276243941,16.46433041301627,73.62610536315348,LAP3;CTSH,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,amyloid-beta binding (GO:0001540),2/80,0.08397121509439931,0.22070035877890168,5.324343858698107,13.189897030348472,CST3;CD74,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,arylsulfatase activity (GO:0004065),1/14,0.08126030434000668,0.22070035877890168,18.41724941724942,46.22909435586331,SULF2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,beta-tubulin binding (GO:0048487),1/32,0.17623226996955588,0.3304355061929173,7.881118881118881,13.681247537952627,GABARAP,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,cadherin binding (GO:0045296),2/322,0.5825384736615018,0.710412772757929,1.2773149223841294,0.6902099508790788,ANXA2;CAPG,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,cadherin binding involved in cell-cell adhesion (GO:0098641),1/18,0.1032568160577867,0.24200816263543753,14.202797202797203,32.24796283584579,ANXA2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,calcium channel activity (GO:0005262),2/84,0.09124462221554319,0.22811155553885798,5.064474532559639,12.125421763846425,ANXA2;CACNA2D3,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,calcium ion binding (GO:0005509),7/348,0.0048903336777553815,0.06033537757110058,3.863791311345322,20.557281352579963,S100A10;ANXA2;ANXA5;TPM4;AIF1;GSN;PLSCR1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,calcium ion transmembrane transporter activity (GO:0015085),1/55,0.2836106507998182,0.4574365335480938,4.54628857381151,5.729018863812312,ANXA2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,calcium-dependent phospholipid binding (GO:0005544),2/50,0.03649283651070194,0.18299535174834494,8.63968706587702,28.602887519569673,ANXA2;ANXA5,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,carbohydrate kinase activity (GO:0019200),1/11,0.06441455918384115,0.2012954974495036,23.685314685314687,64.95497641616475,NAGK,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,carboxypeptidase activity (GO:0004180),1/38,0.20568474992377642,0.35875247079728445,6.616783216783217,10.46385126603198,CPVL,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,cation channel activity (GO:0005261),1/98,0.44864307252894947,0.6008612578512715,2.532006455083378,2.0294731737504343,ANXA2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,cell-cell adhesion mediator activity (GO:0098632),1/42,0.22474030268151218,0.38308006138894124,5.976998904709748,8.922522262779895,ANXA2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,chemorepellent activity (GO:0045499),1/25,0.1405079539193649,0.2887149738069142,10.138861138861138,19.897425563149106,SEMA4A,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,cis-regulatory region sequence-specific DNA binding (GO:0000987),3/1149,0.9745473083083018,0.9810878942701026,0.4708073053114421,0.012138455157574347,KLF4;SPI1;CEBPD,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,clathrin adaptor activity (GO:0035615),1/15,0.08680880778636799,0.22070035877890168,17.145647455992282,41.90477149018833,AP2S1,5,GO_MF,100
